work_order,lot,work_center,mo_id,real_duration,status,qc_fail,product_type,date_finished,week,year,month,prod_name,prod_number
Intensity Calibration Check - 1CH LIDAR - G6,1006114-001-0000002495,[WC-L050] LIDAR Performance Measurement Rig,MO/04157,0.77,done,,Systems,2021-09-22 02:35:44.035147,38.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LDA-0001] LIDAR Assembly - 1CH Equus - G6,1006114-001-0000002495,[WC-L010] LIDAR Assembly Station,MO/04157,0.47,done,,Systems,2021-09-22 02:16:55.686411,38.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LFT-0001] POD Range Test - 1CH LIDAR - G6,1006114-001-0000002495,[WC-L050] LIDAR Performance Measurement Rig,MO/04157,2.84,done,,Systems,2021-09-22 02:33:17.230962,38.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LZC-0003] Calibration - 1CH LIDAR - G6,1006114-001-0000002495,[WC-L040] LIDAR System Calibration Rig,MO/04157,7.41,done,,Systems,2021-09-22 02:28:38.435193,38.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Report Generation - 1CH LIDAR - G6,1006114-001-0000002495,[WC-L050] LIDAR Performance Measurement Rig,MO/04157,2.75,done,,Systems,2021-09-22 04:02:26.174596,38.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[SPT-0003] LiDAR Shipping Rig - 1CH - LIDAR G6,1006114-001-0000002495,[WC-L090] LIDAR System Release Rig,MO/04157,25466.120000000003,done,,Systems,2021-10-01 01:17:03.906552,39.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Zero Order Eye-Safety Test - 1CH LIDAR - G6,1006114-001-0000002495,[WC-L020] LIDAR Optical Power Measurement Rig,MO/04157,0.33,done,,Systems,2021-09-22 02:30:22.602234,38.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Development Code Load - 1CH LIDAR - G6,1006114-001-0000002496,[WC-L050] LIDAR Performance Measurement Rig,MO/04160,0.14,done,,Systems,2021-09-28 22:56:10.998566,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Distance Accuracy - 1CH LIDAR - G6,1006114-001-0000002496,[WC-L050] LIDAR Performance Measurement Rig,MO/04160,0.39,done,,Systems,2021-09-29 03:24:09.992532,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[ESR-0009] - Eye Safety -1CH LIDAR - G6,1006114-001-0000002496,[WC-L020] LIDAR Optical Power Measurement Rig,MO/04160,0.74,done,,Systems,2021-09-29 00:21:58.044585,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[FBT-0003] Fibre Break Test,1006114-001-0000002496,[WC-L120] LIDAR Fibre Break Rig,MO/04160,0.14,done,,Systems,2021-09-28 22:56:25.582463,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Final Quality Check,1006114-001-0000002496,[WC-L090] LIDAR System Release Rig,MO/04160,0.11,done,,Systems,2021-10-15 05:29:36.474894,41.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
FOV Test - 1CH LIDAR - G6,1006114-001-0000002496,[WC-L050] LIDAR Performance Measurement Rig,MO/04160,60.43,done,,Systems,2021-09-29 04:26:29.189650,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Free Space Horns Test - 1CH LIDAR - G6,1006114-001-0000002496,[WC-L050] LIDAR Performance Measurement Rig,MO/04160,4.1,done,,Systems,2021-09-29 04:30:40.930282,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Intensity Calibration Check - 1CH LIDAR - G6,1006114-001-0000002496,[WC-L050] LIDAR Performance Measurement Rig,MO/04160,1.53,done,,Systems,2021-09-29 03:25:46.378920,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LDA-0001] LIDAR Assembly - 1CH Equus - G6,1006114-001-0000002496,[WC-L010] LIDAR Assembly Station,MO/04160,0.38,done,,Systems,2021-09-28 22:55:54.930384,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LFT-0001] POD Range Test - 1CH LIDAR - G6,1006114-001-0000002496,[WC-L050] LIDAR Performance Measurement Rig,MO/04160,181.12,done,,Systems,2021-09-29 03:23:38.255758,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LZC-0003] Calibration - 1CH LIDAR - G6,1006114-001-0000002496,[WC-L040] LIDAR System Calibration Rig,MO/04160,82.63,done,,Systems,2021-09-29 00:19:09.581319,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Report Generation - 1CH LIDAR - G6,1006114-001-0000002496,[WC-L050] LIDAR Performance Measurement Rig,MO/04160,2.55,done,,Systems,2021-09-29 04:33:19.837884,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[SPT-0003] LiDAR Shipping Rig - 1CH - LIDAR G6,1006114-001-0000002496,[WC-L090] LIDAR System Release Rig,MO/04160,0.86,done,,Systems,2021-10-01 04:34:08.589412,39.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Zero Order Eye-Safety Test - 1CH LIDAR - G6,1006114-001-0000002496,[WC-L020] LIDAR Optical Power Measurement Rig,MO/04160,0.28,done,,Systems,2021-09-29 00:22:20.152818,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[CDT-0001] Sled Directivity Test - G5 Sled Txcvr R215,1007275-001-0000000020,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/04167,1.34,done,,Sensor Head,2021-09-27 22:45:40.527995,39.0,2021.0,September,SEN:CMP:ASY:GOKU6:TRANSCEIVER_SLED (copy),1007275-001
Coaxial Sled Assembly - G5 Sled Txcvr R215,1007275-001-0000000020,[WC-SH010]  Coaxial Core Assembly Station,MO/04167,12.99,done,,Sensor Head,2021-09-27 22:43:59.903874,39.0,2021.0,September,SEN:CMP:ASY:GOKU6:TRANSCEIVER_SLED (copy),1007275-001
[TDT-0002] Transceiver Directivity Test  - G5 Sled Txcvr R215,1007275-001-0000000020,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/04167,1.55,done,,Sensor Head,2021-09-29 22:30:21.692720,39.0,2021.0,September,SEN:CMP:ASY:GOKU6:TRANSCEIVER_SLED (copy),1007275-001
Transceiver Assembly - G5 Sled Txcvr R215,1007275-001-0000000020,[WC-SH040]  Coaxial Transceiver Assembly Station,MO/04167,3.18,done,,Sensor Head,2021-09-28 01:00:35.372061,39.0,2021.0,September,SEN:CMP:ASY:GOKU6:TRANSCEIVER_SLED (copy),1007275-001
[TZA-0003] Transceiver Calibration - G5 Sled Txcvr R215,1007275-001-0000000020,[WC-SH050] Transceiver Calibration Rig,MO/04167,2692.18,done,,Sensor Head,2021-09-29 22:28:44.230115,39.0,2021.0,September,SEN:CMP:ASY:GOKU6:TRANSCEIVER_SLED (copy),1007275-001
[CDT-0001] Sled Directivity Test - G5 Sled Txcvr R215,1007275-001-0000000021,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/04177,2.84,done,,Sensor Head,2021-10-11 23:53:29.959378,41.0,2021.0,October  ,SEN:CMP:ASY:GOKU6:TRANSCEIVER_SLED (copy),1007275-001
[CDT-0001] Sled Directivity Test - G5 Sled Txcvr R215,1007275-001-0000000021,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/04168,0.91,done,,Sensor Head,2021-09-29 22:38:26.034477,39.0,2021.0,September,SEN:CMP:ASY:GOKU6:TRANSCEIVER_SLED (copy),1007275-001
Coaxial Sled Assembly - G5 Sled Txcvr R215,1007275-001-0000000021,[WC-SH010]  Coaxial Core Assembly Station,MO/04168,1288.73,done,,Sensor Head,2021-09-29 22:37:26.535403,39.0,2021.0,September,SEN:CMP:ASY:GOKU6:TRANSCEIVER_SLED (copy),1007275-001
Coaxial Sled Assembly - G5 Sled Txcvr R215,1007275-001-0000000021,[WC-SH010]  Coaxial Core Assembly Station,MO/04177,2.76,done,,Sensor Head,2021-10-11 23:50:34.241186,41.0,2021.0,October  ,SEN:CMP:ASY:GOKU6:TRANSCEIVER_SLED (copy),1007275-001
[TDT-0002] Transceiver Directivity Test  - G5 Sled Txcvr R215,1007275-001-0000000021,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/04168,0.82,done,,Sensor Head,2021-09-29 22:42:11.495473,39.0,2021.0,September,SEN:CMP:ASY:GOKU6:TRANSCEIVER_SLED (copy),1007275-001
[TDT-0002] Transceiver Directivity Test  - G5 Sled Txcvr R215,1007275-001-0000000021,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/04177,0.62,done,,Sensor Head,2021-10-12 00:02:50.731316,41.0,2021.0,October  ,SEN:CMP:ASY:GOKU6:TRANSCEIVER_SLED (copy),1007275-001
Transceiver Assembly - G5 Sled Txcvr R215,1007275-001-0000000021,[WC-SH040]  Coaxial Transceiver Assembly Station,MO/04177,2.3,done,,Sensor Head,2021-10-11 23:55:51.460426,41.0,2021.0,October  ,SEN:CMP:ASY:GOKU6:TRANSCEIVER_SLED (copy),1007275-001
Transceiver Assembly - G5 Sled Txcvr R215,1007275-001-0000000021,[WC-SH040]  Coaxial Transceiver Assembly Station,MO/04168,1.74,done,,Sensor Head,2021-09-29 22:40:14.310994,39.0,2021.0,September,SEN:CMP:ASY:GOKU6:TRANSCEIVER_SLED (copy),1007275-001
[TZA-0003] Transceiver Calibration - G5 Sled Txcvr R215,1007275-001-0000000021,[WC-SH050] Transceiver Calibration Rig,MO/04177,2.48,done,,Sensor Head,2021-10-11 23:58:24.130956,41.0,2021.0,October  ,SEN:CMP:ASY:GOKU6:TRANSCEIVER_SLED (copy),1007275-001
[TZA-0003] Transceiver Calibration - G5 Sled Txcvr R215,1007275-001-0000000021,[WC-SH050] Transceiver Calibration Rig,MO/04168,1.02,done,,Sensor Head,2021-09-29 22:41:18.843804,39.0,2021.0,September,SEN:CMP:ASY:GOKU6:TRANSCEIVER_SLED (copy),1007275-001
Development Code Load - 1CH LIDAR - G6,1006114-001-0000002497,[WC-L050] LIDAR Performance Measurement Rig,MO/04169,0.1,done,,Systems,2021-09-30 00:20:08.024755,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Distance Accuracy - 1CH LIDAR - G6,1006114-001-0000002497,[WC-L050] LIDAR Performance Measurement Rig,MO/04169,0.78,done,,Systems,2021-09-30 03:55:49.945003,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[ESR-0009] - Eye Safety -1CH LIDAR - G6,1006114-001-0000002497,[WC-L020] LIDAR Optical Power Measurement Rig,MO/04169,1.71,done,,Systems,2021-09-30 03:07:33.590090,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[FBT-0003] Fibre Break Test,1006114-001-0000002497,[WC-L120] LIDAR Fibre Break Rig,MO/04169,0.09,done,,Systems,2021-09-30 00:20:17.535559,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Final Quality Check,1006114-001-0000002497,[WC-L090] LIDAR System Release Rig,MO/04169,0.41000000000000003,done,,Systems,2021-10-07 00:13:40.490794,40.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
FOV Test - 1CH LIDAR - G6,1006114-001-0000002497,[WC-L050] LIDAR Performance Measurement Rig,MO/04169,1.24,done,,Systems,2021-09-30 03:57:47.465098,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Free Space Horns Test - 1CH LIDAR - G6,1006114-001-0000002497,[WC-L050] LIDAR Performance Measurement Rig,MO/04169,40.2,done,,Systems,2021-09-30 04:38:03.988289,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Intensity Calibration Check - 1CH LIDAR - G6,1006114-001-0000002497,[WC-L050] LIDAR Performance Measurement Rig,MO/04169,0.55,done,,Systems,2021-09-30 03:56:27.414458,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LDA-0001] LIDAR Assembly - 1CH Equus - G6,1006114-001-0000002497,[WC-L010] LIDAR Assembly Station,MO/04169,0.32,done,,Systems,2021-09-30 00:19:57.058697,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LFT-0001] POD Range Test - 1CH LIDAR - G6,1006114-001-0000002497,[WC-L050] LIDAR Performance Measurement Rig,MO/04169,8.21,done,,Systems,2021-09-30 03:16:14.093999,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LZC-0003] Calibration - 1CH LIDAR - G6,1006114-001-0000002497,[WC-L040] LIDAR System Calibration Rig,MO/04169,99.95,done,,Systems,2021-09-30 02:00:19.114582,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Report Generation - 1CH LIDAR - G6,1006114-001-0000002497,[WC-L050] LIDAR Performance Measurement Rig,MO/04169,2.71,done,,Systems,2021-09-30 04:42:07.755467,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[SPT-0003] LiDAR Shipping Rig - 1CH - LIDAR G6,1006114-001-0000002497,[WC-L090] LIDAR System Release Rig,MO/04169,1.23,done,,Systems,2021-10-06 22:09:51.151140,40.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Zero Order Eye-Safety Test - 1CH LIDAR - G6,1006114-001-0000002497,[WC-L020] LIDAR Optical Power Measurement Rig,MO/04169,0.27,done,,Systems,2021-09-30 03:07:54.136625,39.0,2021.0,September,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Development Code Load - 1CH LIDAR - G6,1006114-001-0000002498,[WC-L050] LIDAR Performance Measurement Rig,MO/04171,0.62,done,,Systems,2021-10-21 04:19:46.941249,42.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Distance Accuracy - 1CH LIDAR - G6,1006114-001-0000002498,[WC-L050] LIDAR Performance Measurement Rig,MO/04171,0.59,done,,Systems,2021-10-24 22:06:21.610001,42.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[ESR-0009] - Eye Safety -1CH LIDAR - G6,1006114-001-0000002498,[WC-L020] LIDAR Optical Power Measurement Rig,MO/04171,1.39,done,,Systems,2021-10-24 21:24:35.954057,42.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[FBT-0003] Fibre Break Test,1006114-001-0000002498,[WC-L120] LIDAR Fibre Break Rig,MO/04171,0.68,done,,Systems,2021-10-21 04:20:32.911670,42.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Final Quality Check,1006114-001-0000002498,[WC-L090] LIDAR System Release Rig,MO/04171,0.17,done,,Systems,2021-11-12 02:52:18.191815,45.0,2021.0,November ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
FOV Test - 1CH LIDAR - G6,1006114-001-0000002498,[WC-L050] LIDAR Performance Measurement Rig,MO/04171,61.69,done,,Systems,2021-10-24 23:58:13.991082,42.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Free Space Horns Test - 1CH LIDAR - G6,1006114-001-0000002498,[WC-L050] LIDAR Performance Measurement Rig,MO/04171,2.62,done,,Systems,2021-10-25 00:01:25.893177,43.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Intensity Calibration Check - 1CH LIDAR - G6,1006114-001-0000002498,[WC-L050] LIDAR Performance Measurement Rig,MO/04171,0.35,done,,Systems,2021-10-24 22:56:26.904431,42.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LDA-0001] LIDAR Assembly - 1CH Equus - G6,1006114-001-0000002498,[WC-L010] LIDAR Assembly Station,MO/04171,1.8599999999999999,done,,Systems,2021-10-21 04:19:02.768790,42.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LFT-0001] POD Range Test - 1CH LIDAR - G6,1006114-001-0000002498,[WC-L050] LIDAR Performance Measurement Rig,MO/04171,40.22,done,,Systems,2021-10-24 22:05:37.363209,42.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LZC-0003] Calibration - 1CH LIDAR - G6,1006114-001-0000002498,[WC-L040] LIDAR System Calibration Rig,MO/04171,5342.33,done,,Systems,2021-10-24 21:23:02.040045,42.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Report Generation - 1CH LIDAR - G6,1006114-001-0000002498,[WC-L050] LIDAR Performance Measurement Rig,MO/04171,2.18,done,,Systems,2021-10-25 00:03:43.808751,43.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[SPT-0003] LiDAR Shipping Rig - 1CH - LIDAR G6,1006114-001-0000002498,[WC-L090] LIDAR System Release Rig,MO/04171,0.09,done,,Systems,2021-11-12 02:52:03.588504,45.0,2021.0,November ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Zero Order Eye-Safety Test - 1CH LIDAR - G6,1006114-001-0000002498,[WC-L020] LIDAR Optical Power Measurement Rig,MO/04171,0.61,done,,Systems,2021-10-24 21:25:17.869096,42.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[DRT-0006] Goku 5 Sensorhead Directivity Test R209,1003813-001-0000000080,[WC-SH030] Directivity Test Rig - Sensorhead,MO/04190,0.81,done,,Sensor Head,2021-10-15 04:50:27.924548,41.0,2021.0,October  ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[FADD-0002] Goku 5 F2A Calibration R209,1003813-001-0000000080,[WC-SH100] Frequency Calibration Rig,MO/04190,3849.62,done,,Sensor Head,2021-10-17 21:00:10.449723,41.0,2021.0,October  ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Sensorhead Closing and Seal-Up R209,1003813-001-0000000080,[WC-SH080] Sensorhead Final Assembly Station,MO/04190,2.37,done,,Sensor Head,2021-10-15 04:48:26.273975,41.0,2021.0,October  ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Sensorhead Opto-Mechanical Build R209,1003813-001-0000000080,[WC-SH060] Sensorhead Opto-Mechanical Assembly Station,MO/04190,67.03,done,,Sensor Head,2021-10-15 04:45:58.153864,41.0,2021.0,October  ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[SAT-0002] Goku 5 Sensorhead Acoustic Noise Test R209,1003813-001-0000000080,[WC-SH130] Acoustic Test Rig,MO/04190,0.51,done,,Sensor Head,2021-10-17 21:00:44.473603,41.0,2021.0,October  ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[SLT-0001] Goku 5 Sensorhead Sealing Test R209,1003813-001-0000000080,[WC-SH090] Sensorhead Leak Test Rig,MO/04190,1.05,done,,Sensor Head,2021-10-15 04:49:34.133792,41.0,2021.0,October  ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Development Code Load - 1CH LIDAR - G6,1006114-001-0000002499,[WC-L050] LIDAR Performance Measurement Rig,MO/04173,0.11,done,,Systems,2021-10-06 03:18:57.337551,40.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Distance Accuracy - 1CH LIDAR - G6,1006114-001-0000002499,[WC-L050] LIDAR Performance Measurement Rig,MO/04173,0.39,done,,Systems,2021-10-06 03:33:12.153241,40.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[ESR-0009] - Eye Safety -1CH LIDAR - G6,1006114-001-0000002499,[WC-L020] LIDAR Optical Power Measurement Rig,MO/04173,1.27,done,,Systems,2021-10-06 03:25:27.906129,40.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[FBT-0003] Fibre Break Test,1006114-001-0000002499,[WC-L120] LIDAR Fibre Break Rig,MO/04173,0.04,done,,Systems,2021-10-06 03:19:04.678551,40.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Final Quality Check,1006114-001-0000002499,[WC-L090] LIDAR System Release Rig,MO/04173,0.43,done,,Systems,2022-01-19 21:45:46.951611,3.0,2022.0,January  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
FOV Test - 1CH LIDAR - G6,1006114-001-0000002499,[WC-L050] LIDAR Performance Measurement Rig,MO/04173,2.01,done,,Systems,2021-10-06 03:35:47.431795,40.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Free Space Horns Test - 1CH LIDAR - G6,1006114-001-0000002499,[WC-L050] LIDAR Performance Measurement Rig,MO/04173,2.13,done,,Systems,2021-10-06 03:38:07.794062,40.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Intensity Calibration Check - 1CH LIDAR - G6,1006114-001-0000002499,[WC-L050] LIDAR Performance Measurement Rig,MO/04173,0.38,done,,Systems,2021-10-06 03:33:38.928508,40.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LDA-0001] LIDAR Assembly - 1CH Equus - G6,1006114-001-0000002499,[WC-L010] LIDAR Assembly Station,MO/04173,1.03,done,,Systems,2021-10-06 03:17:53.551147,40.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LFT-0001] POD Range Test - 1CH LIDAR - G6,1006114-001-0000002499,[WC-L050] LIDAR Performance Measurement Rig,MO/04173,6.61,done,,Systems,2021-10-06 03:32:43.718289,40.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LZC-0003] Calibration - 1CH LIDAR - G6,1006114-001-0000002499,[WC-L040] LIDAR System Calibration Rig,MO/04173,4.97,done,,Systems,2021-10-06 03:24:06.791362,40.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Report Generation - 1CH LIDAR - G6,1006114-001-0000002499,[WC-L050] LIDAR Performance Measurement Rig,MO/04173,2.57,done,,Systems,2021-10-06 03:40:54.052684,40.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[SPT-0003] LiDAR Shipping Rig - 1CH - LIDAR G6,1006114-001-0000002499,[WC-L090] LIDAR System Release Rig,MO/04173,0.15,done,,Systems,2022-01-19 04:07:06.780864,3.0,2022.0,January  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Zero Order Eye-Safety Test - 1CH LIDAR - G6,1006114-001-0000002499,[WC-L020] LIDAR Optical Power Measurement Rig,MO/04173,0.49,done,,Systems,2021-10-06 03:26:01.681903,40.0,2021.0,October  ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[DRT-0006] Goku 5 Sensorhead Directivity Test R209,1003813-001-0000000081,[WC-SH030] Directivity Test Rig - Sensorhead,MO/04192,3.49,done,,Sensor Head,2021-10-20 23:00:36.908574,42.0,2021.0,October  ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[FADD-0002] Goku 5 F2A Calibration R209,1003813-001-0000000081,[WC-SH100] Frequency Calibration Rig,MO/04192,1.59,done,,Sensor Head,2021-10-20 23:02:19.694662,42.0,2021.0,October  ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Sensorhead Closing and Seal-Up R209,1003813-001-0000000081,[WC-SH080] Sensorhead Final Assembly Station,MO/04192,13.23,done,,Sensor Head,2021-10-20 21:43:58.511300,42.0,2021.0,October  ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
Goku 5 Sensorhead Opto-Mechanical Build R209,1003813-001-0000000081,[WC-SH060] Sensorhead Opto-Mechanical Assembly Station,MO/04192,22.27,done,,Sensor Head,2021-10-18 02:49:33.289532,42.0,2021.0,October  ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[SAT-0002] Goku 5 Sensorhead Acoustic Noise Test R209,1003813-001-0000000081,[WC-SH130] Acoustic Test Rig,MO/04192,1.25,done,,Sensor Head,2021-10-20 23:03:40.884650,42.0,2021.0,October  ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
[SLT-0001] Goku 5 Sensorhead Sealing Test R209,1003813-001-0000000081,[WC-SH090] Sensorhead Leak Test Rig,MO/04192,72.54,done,,Sensor Head,2021-10-20 22:56:58.560236,42.0,2021.0,October  ,ASY:SEN:BLU:GOKU:GOKU5,1003813-001
GA Motor Build,1001382-005-0000000608,[WC-MOT020] Motor Assembly Station,MO/04193,0.55,done,,,2021-10-27 21:25:40.149180,43.0,2021.0,October  ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[HWT-0001] Motor Testing,1001382-005-0000000608,[WC-MOT030] Motor Tests,MO/04193,0.33,done,,,2021-10-27 21:26:03.984454,43.0,2021.0,October  ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SAT-0003] Motor Noise Testing,1001382-005-0000000608,[WC-SH130] Acoustic Test Rig,MO/04193,0.84,done,,Sensor Head,2021-10-27 21:26:58.195107,43.0,2021.0,October  ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SCL-0001] Motor Code Load,1001382-005-0000000608,[WC-MOT010] Motor Code Load,MO/04193,1.43,done,,,2021-10-27 03:59:15.666111,43.0,2021.0,October  ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
GA Motor Build,1001382-005-0000000609,[WC-MOT020] Motor Assembly Station,MO/04194,0.91,done,,,2021-10-28 02:40:52.746908,43.0,2021.0,October  ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[HWT-0001] Motor Testing,1001382-005-0000000609,[WC-MOT030] Motor Tests,MO/04194,0.58,done,,,2021-10-28 02:41:40.663872,43.0,2021.0,October  ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SAT-0003] Motor Noise Testing,1001382-005-0000000609,[WC-SH130] Acoustic Test Rig,MO/04194,0.54,done,,Sensor Head,2021-10-28 02:42:19.386691,43.0,2021.0,October  ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SCL-0001] Motor Code Load,1001382-005-0000000609,[WC-MOT010] Motor Code Load,MO/04194,0.17,done,,,2021-10-27 22:43:53.775920,43.0,2021.0,October  ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
GA Motor Build,1001382-005-0000000610,[WC-MOT020] Motor Assembly Station,MO/04195,0.63,done,,,2021-10-28 04:48:15.662702,43.0,2021.0,October  ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[HWT-0001] Motor Testing,1001382-005-0000000610,[WC-MOT030] Motor Tests,MO/04195,5.34,done,,,2021-10-28 23:10:12.901691,43.0,2021.0,October  ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SAT-0003] Motor Noise Testing,1001382-005-0000000610,[WC-SH130] Acoustic Test Rig,MO/04195,0.21,done,,Sensor Head,2021-10-29 02:22:52.940366,43.0,2021.0,October  ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SCL-0001] Motor Code Load,1001382-005-0000000610,[WC-MOT010] Motor Code Load,MO/04195,13.620000000000001,done,,,2021-10-28 03:20:03.051901,43.0,2021.0,October  ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
