eco,description,stage,eco_on,effectivity_date,effectivity,create_date,last_updated_date
ECO1955, Add 1m Skip in the FOV for all the Off-road and Off-road Flex shipped,New Change Request,product,,asap,2022-09-05 01:32:49.590903,2022-11-14 23:53:23.058068
ECO1995, SAS v1.2 BoM update,New,bom,,asap,2022-11-15 08:24:18.378133,2022-11-15 08:25:08.023609
DA1986,To ship Sys 34 - OQC failure,Refused,bom,,asap,2022-11-09 07:00:05.290705,2022-11-28 06:39:13.063471
ECO1993, Release Orinoco-Mini BoM,Effective,bom,,asap,2022-11-15 04:15:13.684081,2022-11-15 07:35:52.681859
ECO1999, Rework of SoM 4GB-BIJ,New,bom,,asap,2022-11-20 22:02:21.504972,2022-11-29 04:06:37.443445
ECO1997, Orinoco-Mini BoM update,Archived,bom,,asap,2022-11-17 00:25:50.981306,2022-11-20 21:25:42.076909
ECO1992, BOSA BoM update - Not authoritative,Effective,bom,,asap,2022-11-14 23:01:43.743254,2022-11-14 23:44:36.019022
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO1981, Change the PN of Fortuna rev 037 PCBA,Assessment @ Change Review Board,bom,,asap,2022-11-03 06:29:10.770826,2022-11-16 01:06:16.375952
ECO1771, LiFT Software Update - Heatmap and FOV Calculations,Closed,bom,,asap,2021-02-18 04:02:05.241181,2022-11-20 22:27:21.011680
ECO0103, Engine Spectrum Measurement Software Update,Closed,bom,,asap,2020-06-26 03:04:30.556444,2022-11-20 22:29:21.841377
ECO1998, Update QoM Orinoco Cable,New,bom,,asap,2022-11-17 23:00:43.580389,2022-11-18 04:37:42.293853
ECO1943, Front Housing Subassembly for Goku Sensor head,Effective,bom,,asap,2022-08-10 05:48:14.755721,2022-11-19 02:45:17.226405
ECO1771, LiFT Software Update - Heatmap and FOV Calculations,Closed,bom,,asap,2021-02-18 04:02:05.241181,2022-11-20 22:27:21.011680
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:19:36.710572
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:19:55.052133
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:20:03.081539
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:20:08.985192
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:20:17.177756
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:20:26.063150
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:20:33.164089
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:20:40.029402
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:20:46.140770
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:21:21.041011
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:22:21.742908
ECO0650, Modulation check and Resistor replacement when required.,Closed,bom,,asap,2020-06-26 03:31:58.706261,2022-11-22 00:17:37.546821
ECO0635, MZT - Remove EDFA Calibration and Add PT v3 Support,Closed,bom,,asap,2020-06-26 03:31:10.365534,2022-11-22 00:19:12.684616
DA0509,Changing Process Spec for APD Bias,Refused,bom,,asap,2020-06-26 03:21:37.378998,2022-11-22 00:35:27.206848
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:20:54.706523
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:21:29.454795
ECO0650, Modulation check and Resistor replacement when required.,Closed,bom,,asap,2020-06-26 03:31:58.706261,2022-11-22 00:17:37.546821
ECO0650, Modulation check and Resistor replacement when required.,Closed,bom,,asap,2020-06-26 03:31:58.706261,2022-11-22 00:17:37.546821
ECO0635, MZT - Remove EDFA Calibration and Add PT v3 Support,Closed,bom,,asap,2020-06-26 03:31:10.365534,2022-11-22 00:19:12.684616
ECO0490, Update to FSHIT processing software,Closed,bom,,asap,2020-06-26 03:20:14.439706,2022-11-22 00:27:27.125054
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:21:09.293315
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:22:01.033738
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:22:14.848548
ECO0650, Modulation check and Resistor replacement when required.,Closed,bom,,asap,2020-06-26 03:31:58.706261,2022-11-22 00:17:37.546821
ECO0635, MZT - Remove EDFA Calibration and Add PT v3 Support,Closed,bom,,asap,2020-06-26 03:31:10.365534,2022-11-22 00:19:12.684616
DA0509,Changing Process Spec for APD Bias,Refused,bom,,asap,2020-06-26 03:21:37.378998,2022-11-22 00:35:27.206848
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:21:35.782009
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:21:45.140171
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:21:52.215134
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:22:07.029368
ECO0635, MZT - Remove EDFA Calibration and Add PT v3 Support,Closed,bom,,asap,2020-06-26 03:31:10.365534,2022-11-22 00:19:12.684616
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:22:43.539969
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:25:13.270780
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:25:19.454904
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:25:42.060558
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:25:50.417503
ECO1836, Introduce automatic hollow motor magnetic ring tester,Closed,bom,,asap,2021-06-01 04:20:21.371702,2022-11-20 22:26:07.714410
ECO1861, Move safety checks scripts to eye safety rig,Closed,bom,,asap,2021-07-23 05:18:28.836096,2022-11-20 22:27:21.011680
ECO1861, Move safety checks scripts to eye safety rig,Closed,bom,,asap,2021-07-23 05:18:28.836096,2022-11-20 22:27:21.011680
ECO1771, LiFT Software Update - Heatmap and FOV Calculations,Closed,bom,,asap,2021-02-18 04:02:05.241181,2022-11-20 22:27:21.011680
ECO1771, LiFT Software Update - Heatmap and FOV Calculations,Closed,bom,,asap,2021-02-18 04:02:05.241181,2022-11-20 22:27:21.011680
ECO1771, LiFT Software Update - Heatmap and FOV Calculations,Closed,bom,,asap,2021-02-18 04:02:05.241181,2022-11-20 22:27:21.011680
ECO1771, LiFT Software Update - Heatmap and FOV Calculations,Closed,bom,,asap,2021-02-18 04:02:05.241181,2022-11-20 22:27:21.011680
ECO1771, LiFT Software Update - Heatmap and FOV Calculations,Closed,bom,,asap,2021-02-18 04:02:05.241181,2022-11-20 22:27:21.011680
ECO1771, LiFT Software Update - Heatmap and FOV Calculations,Closed,bom,,asap,2021-02-18 04:02:05.241181,2022-11-20 22:27:21.011680
ECO1771, LiFT Software Update - Heatmap and FOV Calculations,Closed,bom,,asap,2021-02-18 04:02:05.241181,2022-11-20 22:27:21.011680
ECO1771, LiFT Software Update - Heatmap and FOV Calculations,Closed,bom,,asap,2021-02-18 04:02:05.241181,2022-11-20 22:27:21.011680
ECO1771, LiFT Software Update - Heatmap and FOV Calculations,Closed,bom,,asap,2021-02-18 04:02:05.241181,2022-11-20 22:27:21.011680
ECO0635, MZT - Remove EDFA Calibration and Add PT v3 Support,Closed,bom,,asap,2020-06-26 03:31:10.365534,2022-11-22 00:19:12.684616
ECO0429, Remove Redundant Electrical Phase Checks from GA Motor Assembly,Closed,bom,,asap,2020-06-26 03:17:14.913104,2022-11-22 00:27:27.125054
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0103, Engine Spectrum Measurement Software Update,Closed,bom,,asap,2020-06-26 03:04:30.556444,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0487, Update Hollow Motor WI and Sensor head WI for Wiping the Glue from Magnet Ring and Rotor Surface,Closed,bom,,asap,2020-06-26 03:20:03.060785,2022-11-20 22:29:21.841377
ECO0102, Code Load Software Update,Closed,bom,,asap,2020-06-26 03:04:29.385843,2022-11-20 22:29:21.841377
ECO0102, Code Load Software Update,Closed,bom,,asap,2020-06-26 03:04:29.385843,2022-11-20 22:29:21.841377
ECO0102, Code Load Software Update,Closed,bom,,asap,2020-06-26 03:04:29.385843,2022-11-20 22:29:21.841377
ECO0102, Code Load Software Update,Closed,bom,,asap,2020-06-26 03:04:29.385843,2022-11-20 22:29:21.841377
ECO0102, Code Load Software Update,Closed,bom,,asap,2020-06-26 03:04:29.385843,2022-11-20 22:29:21.841377
ECO0102, Code Load Software Update,Closed,bom,,asap,2020-06-26 03:04:29.385843,2022-11-20 22:29:21.841377
ECO0102, Code Load Software Update,Closed,bom,,asap,2020-06-26 03:04:29.385843,2022-11-20 22:29:21.841377
ECO0102, Code Load Software Update,Closed,bom,,asap,2020-06-26 03:04:29.385843,2022-11-20 22:29:21.841377
ECO0102, Code Load Software Update,Closed,bom,,asap,2020-06-26 03:04:29.385843,2022-11-20 22:29:21.841377
ECO0102, Code Load Software Update,Closed,bom,,asap,2020-06-26 03:04:29.385843,2022-11-20 22:29:21.841377
ECO0102, Code Load Software Update,Closed,bom,,asap,2020-06-26 03:04:29.385843,2022-11-20 22:29:21.841377
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0103, Engine Spectrum Measurement Software Update,Closed,bom,,asap,2020-06-26 03:04:30.556444,2022-11-20 22:29:21.841377
ECO0103, Engine Spectrum Measurement Software Update,Closed,bom,,asap,2020-06-26 03:04:30.556444,2022-11-20 22:29:21.841377
ECO0103, Engine Spectrum Measurement Software Update,Closed,bom,,asap,2020-06-26 03:04:30.556444,2022-11-20 22:29:21.841377
ECO0103, Engine Spectrum Measurement Software Update,Closed,bom,,asap,2020-06-26 03:04:30.556444,2022-11-20 22:29:21.841377
ECO0103, Engine Spectrum Measurement Software Update,Closed,bom,,asap,2020-06-26 03:04:30.556444,2022-11-20 22:29:21.841377
ECO0104, Engine Final Test Temperature Settling Bug,Closed,bom,,asap,2020-06-26 03:04:31.919082,2022-11-20 22:29:21.841377
ECO0104, Engine Final Test Temperature Settling Bug,Closed,bom,,asap,2020-06-26 03:04:31.919082,2022-11-20 22:29:21.841377
ECO0104, Engine Final Test Temperature Settling Bug,Closed,bom,,asap,2020-06-26 03:04:31.919082,2022-11-20 22:29:21.841377
ECO0309, Change the 2D directivity spec to >= 95% of the FOV <-82dB,Closed,bom,,asap,2020-06-26 03:09:33.739951,2022-11-20 22:53:16.116861
ECO0309, Change the 2D directivity spec to >= 95% of the FOV <-82dB,Closed,bom,,asap,2020-06-26 03:09:33.739951,2022-11-20 22:53:16.116861
ECO0315, Laser Calibration - Upgrades and Fixes,Closed,bom,,date,2020-06-26 03:09:57.710923,2022-11-20 22:53:16.116861
ECO0105, MZ Tuning Sporadic Errors,Closed,bom,,asap,2020-06-26 03:04:33.033681,2022-11-20 22:50:14.214827
ECO0331, EFT - Specification update,Closed,bom,,asap,2020-06-26 03:11:03.183657,2022-11-20 22:50:14.214827
ECO0331, EFT - Specification update,Closed,bom,,asap,2020-06-26 03:11:03.183657,2022-11-20 22:50:14.214827
ECO0331, EFT - Specification update,Closed,bom,,asap,2020-06-26 03:11:03.183657,2022-11-20 22:50:14.214827
ECO0354, Add intensity calibration specification to LiFT,Closed,bom,,asap,2020-06-26 03:12:28.300202,2022-11-20 23:02:46.528477
ECO0413, Record engine firmware version at all relevant manufacturing rigs,Closed,bom,,asap,2020-06-26 03:16:10.564456,2022-11-22 00:28:42.612786
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:50:14.214827
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:50:14.214827
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:50:14.214827
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:50:14.214827
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:50:14.214827
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:50:14.214827
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:50:14.214827
ECO0281, APD Calibration Rig Hardware Upgrademf,Closed,bom,,asap,2020-06-26 03:08:06.419860,2022-11-20 22:51:56.713657
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:50:14.214827
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:50:14.214827
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:50:14.214827
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:50:14.214827
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:50:14.214827
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:50:14.214827
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:50:14.214827
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:50:14.214827
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0773, Change to the LIDAR calibration script,Closed,bom,,asap,2020-06-26 03:38:33.547257,2022-11-20 22:50:14.214827
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:51:56.713657
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:51:56.713657
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:51:56.713657
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:51:56.713657
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:51:56.713657
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:51:56.713657
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:51:56.713657
ECO0279, Implement Free Space Horns Metric into LiFT,Closed,bom,,asap,2020-06-26 03:07:58.662174,2022-11-20 22:51:56.713657
ECO0349, EFT - Software upgrade to handle Angie channel config,Closed,bom,,asap,2020-06-26 03:12:13.569717,2022-11-20 23:02:46.528477
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:51:56.713657
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:51:56.713657
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:51:56.713657
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:51:56.713657
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:51:56.713657
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:51:56.713657
ECO0114, Update Motor Test Spec to reflect FW99,Closed,bom,,asap,2020-06-26 03:04:53.714215,2022-11-20 22:51:56.713657
